timestep,displacement_am
3406,1.030339
3407,1.150174
3408,1.129641
3409,1.014481
3410,0.844943
3411,0.605931
3412,0.292596
3413,-0.051180
3414,-0.357941
3415,-0.590126
3416,-0.761008
3417,-0.876232
3418,-0.893979
3419,-0.840064
3420,-0.759278
3421,-0.644218
3422,-0.478161
3423,-0.246315
3424,0.049557
3425,0.341200
3426,0.555587
3427,0.755941
3428,0.952661
3429,1.039236
3430,0.985228
3431,0.875100
3432,0.758709
3433,0.593696
3434,0.326979
3435,0.001731
3436,-0.316156
3437,-0.606547
3438,-0.872511
3439,-1.027563
3440,-1.047778
3441,-0.969879
3442,-0.798026
3443,-0.596419
3444,-0.361578
3445,-0.054257
3446,0.287776
3447,0.576240
3448,0.783020
3449,0.972813
3450,1.118456
3451,1.149856
3452,1.075037
3453,0.971385
3454,0.824833
3455,0.586891
3456,0.294662
3457,0.013179
3458,-0.246363
3459,-0.501848
3460,-0.719613
3461,-0.865496
3462,-0.970133
3463,-1.013488
3464,-0.956703
3465,-0.818020
3466,-0.606270
3467,-0.362596
3468,-0.108506
3469,0.145151
3470,0.361660
3471,0.524391
3472,0.635375
3473,0.727333
3474,0.796002
3475,0.806632
3476,0.747637
3477,0.643829
3478,0.480967
3479,0.250694
3480,0.000180
3481,-0.235231
3482,-0.464249
3483,-0.677758
3484,-0.853157
3485,-0.972193
3486,-0.993910
3487,-0.915907
3488,-0.759603
3489,-0.546758
3490,-0.296550
3491,-0.003981
3492,0.304497
3493,0.595307
3494,0.822001
3495,0.972059
3496,1.031473
3497,0.993143
3498,0.906276
3499,0.776315
3500,0.584899
3501,0.352521
3502,0.100331
3503,-0.173111
3504,-0.443999
3505,-0.671001
3506,-0.857040
3507,-0.961599
3508,-0.997850
3509,-0.992585
3510,-0.916172
3511,-0.752474
3512,-0.498593
3513,-0.184340
3514,0.142858
3515,0.446692
3516,0.711673
3517,0.936275
3518,1.065654
3519,1.087945
3520,1.030408
3521,0.893552
3522,0.676023
3523,0.407306
3524,0.142150
3525,-0.144220
3526,-0.447173
3527,-0.713344
3528,-0.898276
3529,-0.967915
3530,-0.933473
3531,-0.829651
3532,-0.684484
3533,-0.532610
3534,-0.362901
3535,-0.152309
3536,0.068024
3537,0.268099
3538,0.440061
3539,0.569588
3540,0.635072
3541,0.635600
3542,0.598558
3543,0.520202
3544,0.372584
3545,0.175410
3546,-0.025944
3547,-0.205657
3548,-0.370745
3549,-0.510966
3550,-0.611933
3551,-0.675086
3552,-0.682703
3553,-0.645250
3554,-0.584801
3555,-0.519698
3556,-0.429134
3557,-0.287241
3558,-0.126216
3559,0.054267
3560,0.262086
3561,0.472729
3562,0.646535
3563,0.766572
3564,0.828533
3565,0.795750
3566,0.677011
3567,0.497120
3568,0.284605
3569,0.078832
3570,-0.102720
3571,-0.283861
3572,-0.466357
3573,-0.636651
3574,-0.760741
3575,-0.844338
3576,-0.854364
3577,-0.772316
3578,-0.633650
3579,-0.436557
3580,-0.208369
3581,0.027989
3582,0.270765
3583,0.515985
3584,0.719943
3585,0.846776
3586,0.879508
3587,0.791860
3588,0.641328
3589,0.474832
3590,0.296133
3591,0.138475
3592,0.002205
3593,-0.136901
3594,-0.278497
3595,-0.421398
3596,-0.549139
3597,-0.648917
3598,-0.686207
3599,-0.658506
3600,-0.595754
3601,-0.497716
3602,-0.399418
3603,-0.318601
3604,-0.223932
3605,-0.121742
3606,-0.016116
3607,0.091312
3608,0.187323
3609,0.248386
3610,0.313576
3611,0.368337
3612,0.346455
3613,0.276803
3614,0.179194
3615,0.064747
3616,-0.025489
3617,-0.073341
3618,-0.119834
3619,-0.178600
3620,-0.259038
3621,-0.321552
3622,-0.339704
3623,-0.330634
3624,-0.288574
3625,-0.242924
3626,-0.202267
3627,-0.130317
3628,-0.023901
3629,0.109971
3630,0.253158
3631,0.327706
3632,0.334148
3633,0.321632
3634,0.293332
3635,0.246707
3636,0.201464
3637,0.158515
3638,0.129285
3639,0.096119
3640,0.023011
3641,-0.073782
3642,-0.193476
3643,-0.291671
3644,-0.316288
3645,-0.307446
3646,-0.283830
3647,-0.230802
3648,-0.150130
3649,-0.073035
3650,-0.002543
3651,0.091385
3652,0.184013
3653,0.271472
3654,0.344102
3655,0.383784
3656,0.377163
3657,0.327536
3658,0.269960
3659,0.209631
3660,0.126318
3661,0.018955
3662,-0.128597
3663,-0.284257
3664,-0.391435
3665,-0.422536
3666,-0.392345
3667,-0.348229
3668,-0.303606
3669,-0.241268
3670,-0.145731
3671,-0.024963
3672,0.088886
3673,0.196442
3674,0.298878
3675,0.401490
3676,0.488155
3677,0.516741
3678,0.479503
3679,0.392784
3680,0.289474
3681,0.177496
3682,0.052604
3683,-0.082188
3684,-0.209458
3685,-0.316216
3686,-0.405932
3687,-0.467972
3688,-0.486016
3689,-0.471651
3690,-0.399550
3691,-0.259738
3692,-0.091903
3693,0.089897
3694,0.235027
3695,0.320496
3696,0.386380
3697,0.479207
3698,0.568906
3699,0.601717
3700,0.554100
3701,0.426581
3702,0.280295
3703,0.143931
3704,0.030684
3705,-0.053576
3706,-0.167969
3707,-0.293689
3708,-0.391021
3709,-0.464463
3710,-0.487936
3711,-0.443811
3712,-0.388987
3713,-0.315706
3714,-0.204803
3715,-0.064631
3716,0.108535
3717,0.273146
3718,0.394842
3719,0.490277
3720,0.551833
3721,0.589434
3722,0.571638
3723,0.471616
3724,0.322622
3725,0.142846
3726,-0.044547
3727,-0.233263
3728,-0.421209
3729,-0.596935
3730,-0.708411
3731,-0.723589
3732,-0.661265
3733,-0.521212
3734,-0.347381
3735,-0.179922
3736,-0.025934
3737,0.100537
3738,0.211545
3739,0.305274
3740,0.365800
3741,0.393336
3742,0.399153
3743,0.396777
3744,0.361897
3745,0.303510
3746,0.252961
3747,0.220590
3748,0.195343
3749,0.179591
3750,0.146415
3751,0.090198
3752,0.014905
3753,-0.061395
3754,-0.118493
3755,-0.140236
3756,-0.122974
3757,-0.075264
3758,-0.031551
3759,-0.016504
3760,-0.022525
3761,-0.043047
3762,-0.034310
3763,0.019105
3764,0.044661
3765,0.044446
3766,0.035497
3767,0.033717
3768,0.059882
3769,0.110146
3770,0.161662
3771,0.202065
3772,0.254070
3773,0.288371
3774,0.276678
3775,0.260172
3776,0.235618
3777,0.197039
3778,0.168131
3779,0.134662
3780,0.071096
3781,-0.009315
3782,-0.069799
3783,-0.081196
3784,-0.097192
3785,-0.127204
3786,-0.153320
3787,-0.187565
3788,-0.189865
3789,-0.122558
3790,-0.036015
3791,0.028901
3792,0.079108
3793,0.131834
3794,0.191488
3795,0.251435
3796,0.280548
3797,0.278529
3798,0.254891
3799,0.202068
3800,0.149179
3801,0.090512
3802,0.019217
3803,-0.055806
3804,-0.131084
3805,-0.203510
3806,-0.271057
3807,-0.285525
3808,-0.261764
3809,-0.208636
3810,-0.107682
3811,0.042885
3812,0.220847
3813,0.406029
3814,0.518821
3815,0.526361
3816,0.463764
3817,0.378925
3818,0.309418
3819,0.234392
3820,0.133601
3821,0.041944
3822,-0.028633
3823,-0.070588
3824,-0.075340
3825,-0.050938
3826,-0.022621
3827,0.010016
3828,0.036820
3829,0.027112
3830,0.013025
3831,0.043010
3832,0.084168
3833,0.084756
3834,0.071355
3835,0.067147
3836,0.070628
3837,0.085472
3838,0.111453
3839,0.150274
3840,0.194882
3841,0.241220
3842,0.275365
3843,0.290302
3844,0.259011
3845,0.189808
3846,0.114517
3847,-0.012408
3848,-0.154972
3849,-0.284115
3850,-0.422684
3851,-0.549974
3852,-0.619267
3853,-0.608655
3854,-0.512994
3855,-0.358458
3856,-0.228293
3857,-0.114708
3858,0.048866
3859,0.252995
3860,0.418334
3861,0.534698
3862,0.602947
3863,0.600141
3864,0.532162
3865,0.421199
3866,0.298308
3867,0.144690
3868,-0.015922
3869,-0.156159
3870,-0.286552
3871,-0.415419
3872,-0.507328
3873,-0.529506
3874,-0.534763
3875,-0.543803
3876,-0.507520
3877,-0.417208
3878,-0.318821
3879,-0.225103
3880,-0.126402
3881,0.007402
3882,0.187778
3883,0.369565
3884,0.522457
3885,0.621440
3886,0.668826
3887,0.685729
3888,0.650288
3889,0.540423
3890,0.393795
3891,0.229445
3892,0.038713
3893,-0.157852
3894,-0.340129
3895,-0.489038
3896,-0.596175
3897,-0.684524
3898,-0.754762
3899,-0.771356
3900,-0.740101
3901,-0.652274
3902,-0.504969
3903,-0.337337
3904,-0.143322
3905,0.095680
3906,0.377972
3907,0.611093
3908,0.743685
3909,0.809327
3910,0.807137
3911,0.744130
3912,0.601225
3913,0.372420
3914,0.155962
3915,-0.027263
3916,-0.217434
3917,-0.396836
3918,-0.524097
3919,-0.621093
3920,-0.712686
3921,-0.740186
3922,-0.714272
3923,-0.655700
3924,-0.588182
3925,-0.513193
3926,-0.361844
3927,-0.133066
3928,0.119514
3929,0.354670
3930,0.536671
3931,0.668919
3932,0.777451
3933,0.864518
3934,0.889907
3935,0.799734
3936,0.659055
3937,0.489843
3938,0.260859
3939,-0.016397
3940,-0.317299
3941,-0.582089
3942,-0.758187
3943,-0.880466
3944,-0.906700
3945,-0.844090
3946,-0.730812
3947,-0.556029
3948,-0.294970
3949,0.017961
3950,0.300698
3951,0.525076
3952,0.726027
3953,0.862412
3954,0.908496
3955,0.900395
3956,0.852273
3957,0.762341
3958,0.565722
3959,0.282555
3960,-0.007148
3961,-0.269402
3962,-0.524627
3963,-0.768849
3964,-0.971695
3965,-1.107699
3966,-1.159328
3967,-1.136845
3968,-1.033527
3969,-0.851115
3970,-0.613402
3971,-0.352770
3972,-0.076517
3973,0.204848
3974,0.487297
3975,0.767669
3976,0.995984
3977,1.107639
3978,1.087376
3979,0.956113
3980,0.765773
3981,0.538206
3982,0.279490
3983,0.015308
3984,-0.246909
3985,-0.536484
3986,-0.818250
3987,-1.026312
3988,-1.133917
3989,-1.146426
3990,-1.062555
3991,-0.887216
3992,-0.651809
3993,-0.385925
3994,-0.111514
3995,0.181049
3996,0.471003
3997,0.675804
3998,0.805354
3999,0.888037
4000,0.914926
4001,0.882306
4002,0.781546
4003,0.619500
4004,0.416138
4005,0.193686
4006,-0.027226
4007,-0.232599
4008,-0.420749
4009,-0.613633
4010,-0.761231
4011,-0.834917
4012,-0.879300
4013,-0.869355
4014,-0.807773
4015,-0.716016
4016,-0.556396
4017,-0.329572
4018,-0.079563
4019,0.142027
4020,0.336696
4021,0.553941
4022,0.744781
4023,0.817347
4024,0.800178
4025,0.733146
4026,0.665176
4027,0.563101
4028,0.379377
4029,0.165237
4030,-0.054578
4031,-0.300875
4032,-0.541648
4033,-0.725476
4034,-0.859055
4035,-0.929830
4036,-0.916849
4037,-0.862881
4038,-0.776589
4039,-0.654066
4040,-0.475503
4041,-0.237637
4042,0.030019
4043,0.294013
4044,0.523827
4045,0.680973
4046,0.761856
4047,0.781601
4048,0.754709
4049,0.702504
4050,0.619557
4051,0.498951
4052,0.364069
4053,0.230548
4054,0.085240
4055,-0.079936
4056,-0.252441
4057,-0.416018
4058,-0.536806
4059,-0.618711
4060,-0.674636
4061,-0.683855
4062,-0.624635
4063,-0.518522
4064,-0.389015
4065,-0.239221
4066,-0.085056
4067,0.073572
4068,0.251546
4069,0.450485
4070,0.615389
4071,0.675432
4072,0.652803
4073,0.557870
4074,0.413413
4075,0.242236
4076,0.054220
4077,-0.155962
4078,-0.363164
4079,-0.538617
4080,-0.684369
4081,-0.792611
4082,-0.859859
4083,-0.872467
4084,-0.835349
4085,-0.740198
4086,-0.583316
4087,-0.365604
4088,-0.133559
4089,0.031827
4090,0.186169
4091,0.353499
4092,0.476314
4093,0.571202
4094,0.643467
4095,0.683377
4096,0.690547
4097,0.644381
4098,0.546295
4099,0.404598
4100,0.229756
4101,0.013334
4102,-0.230502
4103,-0.472852
4104,-0.694754
4105,-0.886298
4106,-1.018098
4107,-1.073390
4108,-1.033103
4109,-0.886306
4110,-0.656036
4111,-0.388822
4112,-0.113775
4113,0.157115
4114,0.433201
4115,0.693242
4116,0.888994
4117,0.988791
4118,1.008367
4119,0.985564
4120,0.889508
4121,0.711571
4122,0.480181
4123,0.186315
4124,-0.132336
4125,-0.438947
4126,-0.693865
4127,-0.909324
4128,-1.078360
4129,-1.156392
4130,-1.155891
4131,-1.065873
4132,-0.883346
4133,-0.644672
4134,-0.327022
4135,0.075411
4136,0.492769
4137,0.815504
4138,1.013104
4139,1.092124
4140,1.069532
4141,0.985805
4142,0.845018
4143,0.634557
4144,0.369563
4145,0.076962
4146,-0.208231
4147,-0.444834
4148,-0.639723
4149,-0.798639
4150,-0.891600
4151,-0.905977
4152,-0.840564
4153,-0.689803
4154,-0.485023
4155,-0.256186
4156,-0.018651
4157,0.209916
4158,0.427938
4159,0.601179
4160,0.711366
4161,0.757635
4162,0.723406
4163,0.613381
4164,0.449630
4165,0.253337
4166,0.092142
4167,-0.024392
4168,-0.121359
4169,-0.225621
4170,-0.316962
4171,-0.391853
4172,-0.439500
4173,-0.474177
4174,-0.489631
4175,-0.448929
4176,-0.364324
4177,-0.257197
4178,-0.123321
4179,0.018998
4180,0.139341
4181,0.226760
4182,0.284029
4183,0.329791
4184,0.365089
4185,0.379487
4186,0.357821
4187,0.287418
4188,0.170610
4189,0.064786
4190,-0.017463
4191,-0.084725
4192,-0.145211
4193,-0.200371
4194,-0.258477
4195,-0.349947
4196,-0.445142
4197,-0.504524
4198,-0.508879
4199,-0.453537
4200,-0.372359
4201,-0.288911
4202,-0.210935
4203,-0.124425
4204,0.004660
4205,0.150150
4206,0.284200
4207,0.393451
4208,0.476336
4209,0.519746
4210,0.511615
4211,0.433106
4212,0.283922
4213,0.125910
4214,0.008758
4215,-0.077060
4216,-0.151034
4217,-0.240364
4218,-0.325445
4219,-0.373230
4220,-0.348964
4221,-0.294625
4222,-0.256445
4223,-0.237852
4224,-0.218615
4225,-0.187557
4226,-0.135628
4227,-0.065719
4228,0.009242
4229,0.075328
4230,0.118896
4231,0.170270
4232,0.222538
4233,0.265942
4234,0.256839
4235,0.201750
4236,0.110501
4237,0.021803
4238,-0.017506
4239,-0.029893
4240,-0.034807
4241,-0.065942
4242,-0.143562
4243,-0.223056
4244,-0.248572
4245,-0.227329
4246,-0.185406
4247,-0.137126
4248,-0.119589
4249,-0.136700
4250,-0.117559
4251,-0.061681
4252,-0.038311
4253,-0.013679
4254,0.023674
4255,0.055274
4256,0.117210
4257,0.167288
4258,0.173673
4259,0.162370
4260,0.159963
4261,0.184610
4262,0.217563
4263,0.230690
4264,0.209224
4265,0.159626
4266,0.103329
4267,0.040516
4268,0.001462
4269,-0.017976
4270,-0.035182
4271,-0.032394
4272,-0.017491
4273,0.010799
4274,0.063816
4275,0.170637
4276,0.315667
4277,0.412835
4278,0.433930
4279,0.375720
4280,0.261660
4281,0.162105
