timestep,displacement_am
1761,0.012755
1762,-0.076609
1763,-0.160537
1764,-0.244464
1765,-0.312997
1766,-0.352110
1767,-0.404960
1768,-0.471346
1769,-0.504463
1770,-0.478357
1771,-0.398409
1772,-0.271464
1773,-0.139469
1774,-0.024300
1775,0.077098
1776,0.174938
1777,0.272232
1778,0.365793
1779,0.460624
1780,0.541659
1781,0.583998
1782,0.579211
1783,0.532255
1784,0.430297
1785,0.280725
1786,0.107324
1787,-0.060114
1788,-0.208164
1789,-0.323651
1790,-0.431595
1791,-0.538854
1792,-0.626809
1793,-0.683910
1794,-0.691737
1795,-0.631084
1796,-0.508081
1797,-0.334645
1798,-0.134335
1799,0.081455
1800,0.298638
1801,0.483577
1802,0.615365
1803,0.684792
1804,0.712266
1805,0.714327
1806,0.669547
1807,0.572772
1808,0.399286
1809,0.161290
1810,-0.093666
1811,-0.332214
1812,-0.516789
1813,-0.630360
1814,-0.688771
1815,-0.694281
1816,-0.665593
1817,-0.587469
1818,-0.446130
1819,-0.270270
1820,-0.059757
1821,0.170043
1822,0.377810
1823,0.561891
1824,0.711767
1825,0.807722
1826,0.847217
1827,0.811383
1828,0.708546
1829,0.576284
1830,0.426412
1831,0.274402
1832,0.084262
1833,-0.160793
1834,-0.427687
1835,-0.655639
1836,-0.799482
1837,-0.853314
1838,-0.828406
1839,-0.739804
1840,-0.607313
1841,-0.432417
1842,-0.244490
1843,-0.035619
1844,0.200409
1845,0.435808
1846,0.668112
1847,0.861165
1848,0.986160
1849,1.038485
1850,0.991085
1851,0.882934
1852,0.731293
1853,0.548323
1854,0.338945
1855,0.109691
1856,-0.125052
1857,-0.341738
1858,-0.514404
1859,-0.631192
1860,-0.675215
1861,-0.637338
1862,-0.527798
1863,-0.367391
1864,-0.219789
1865,-0.092758
1866,0.025740
1867,0.140737
1868,0.270201
1869,0.408701
1870,0.542578
1871,0.636192
1872,0.672374
1873,0.625609
1874,0.513353
1875,0.412134
1876,0.316992
1877,0.230461
1878,0.141058
1879,0.014782
1880,-0.123671
1881,-0.229560
1882,-0.313279
1883,-0.345663
1884,-0.316875
1885,-0.265252
1886,-0.190815
1887,-0.087524
1888,-0.000402
1889,0.056090
1890,0.103043
1891,0.150479
1892,0.210088
1893,0.316328
1894,0.413810
1895,0.438194
1896,0.410001
1897,0.335413
1898,0.243431
1899,0.185251
1900,0.137047
1901,0.071143
1902,-0.011198
1903,-0.088167
1904,-0.176530
1905,-0.256953
1906,-0.316350
1907,-0.350167
1908,-0.328487
1909,-0.263569
1910,-0.202823
1911,-0.132047
1912,-0.029802
1913,0.104253
1914,0.288879
1915,0.479741
1916,0.603411
1917,0.648917
1918,0.623428
1919,0.567403
1920,0.489316
1921,0.382016
1922,0.224058
1923,0.014000
1924,-0.207256
1925,-0.411302
1926,-0.565063
1927,-0.654445
1928,-0.692049
1929,-0.669279
1930,-0.563688
1931,-0.412212
1932,-0.244015
1933,-0.063422
1934,0.075190
1935,0.202802
1936,0.337712
1937,0.445699
1938,0.521409
1939,0.551356
1940,0.520002
1941,0.447464
1942,0.353861
1943,0.253295
1944,0.163677
1945,0.088039
1946,0.011595
1947,-0.083848
1948,-0.172816
1949,-0.242257
1950,-0.286938
1951,-0.278616
1952,-0.260876
1953,-0.256953
1954,-0.234311
1955,-0.193274
1956,-0.132715
1957,-0.027146
1958,0.066785
1959,0.129074
1960,0.194138
1961,0.235246
1962,0.252590
1963,0.271215
1964,0.262522
1965,0.243524
1966,0.220148
1967,0.172029
1968,0.091470
1969,-0.003266
1970,-0.084488
1971,-0.158145
1972,-0.204818
1973,-0.239012
1974,-0.281213
1975,-0.297972
1976,-0.285381
1977,-0.277533
1978,-0.240413
1979,-0.165790
1980,-0.101195
1981,-0.028378
1982,0.068606
1983,0.116567
1984,0.152420
1985,0.242330
1986,0.330927
1987,0.385316
1988,0.400813
1989,0.364219
1990,0.286444
1991,0.189735
1992,0.081385
1993,-0.028386
1994,-0.113958
1995,-0.162056
1996,-0.210377
1997,-0.291494
1998,-0.363633
1999,-0.408367
2000,-0.385010
2001,-0.338331
2002,-0.318226
2003,-0.299216
2004,-0.231601
2005,-0.125730
2006,0.000469
2007,0.164608
2008,0.300879
2009,0.412815
2010,0.495770
2011,0.500557
2012,0.428579
2013,0.338865
2014,0.255883
2015,0.161166
2016,0.046793
2017,-0.092258
2018,-0.244753
2019,-0.374939
2020,-0.479772
2021,-0.572002
2022,-0.580048
2023,-0.497699
2024,-0.391457
2025,-0.288246
2026,-0.140313
2027,0.032791
2028,0.165422
2029,0.238490
2030,0.271145
2031,0.263719
2032,0.262064
2033,0.294146
2034,0.302429
2035,0.295451
2036,0.312162
2037,0.315210
2038,0.230676
2039,0.079909
2040,-0.045203
2041,-0.149217
2042,-0.279125
2043,-0.385101
2044,-0.444193
2045,-0.495474
2046,-0.522854
2047,-0.534560
2048,-0.525970
2049,-0.469063
2050,-0.356737
2051,-0.241297
2052,-0.138701
2053,0.018487
2054,0.228069
2055,0.394570
2056,0.485589
2057,0.538859
2058,0.532726
2059,0.470136
2060,0.399624
2061,0.318162
2062,0.209940
2063,0.071821
2064,-0.079891
2065,-0.246119
2066,-0.433007
2067,-0.628885
2068,-0.766734
2069,-0.826491
2070,-0.793234
2071,-0.686063
2072,-0.544361
2073,-0.383814
2074,-0.210877
2075,-0.042077
2076,0.119603
2077,0.291715
2078,0.482040
2079,0.660247
2080,0.746318
2081,0.757779
2082,0.739996
2083,0.631487
2084,0.414186
2085,0.154853
2086,-0.101600
2087,-0.330435
2088,-0.537683
2089,-0.708641
2090,-0.799594
2091,-0.836982
2092,-0.857223
2093,-0.848709
2094,-0.779098
2095,-0.631181
2096,-0.386968
2097,-0.073728
2098,0.258502
2099,0.555459
2100,0.775765
2101,0.893838
2102,0.936155
2103,0.886584
2104,0.803104
2105,0.724756
2106,0.587608
2107,0.398542
2108,0.190841
2109,-0.033700
2110,-0.287978
2111,-0.559942
2112,-0.805801
2113,-1.002891
2114,-1.119210
2115,-1.148886
2116,-1.099085
2117,-0.983183
2118,-0.819883
2119,-0.619274
2120,-0.421314
2121,-0.208300
2122,0.086212
2123,0.398908
2124,0.699102
2125,0.965726
2126,1.121262
2127,1.131382
2128,1.056181
2129,0.941182
2130,0.777913
2131,0.533808
2132,0.238666
2133,-0.073898
2134,-0.431580
2135,-0.785655
2136,-1.069303
2137,-1.260794
2138,-1.348802
2139,-1.326740
2140,-1.174363
2141,-0.946754
2142,-0.673332
2143,-0.370152
2144,-0.064509
2145,0.234051
2146,0.533549
2147,0.797451
2148,1.001861
2149,1.142495
2150,1.177707
2151,1.083369
2152,0.869000
2153,0.569435
2154,0.251915
2155,-0.039128
2156,-0.310723
2157,-0.571671
2158,-0.859062
2159,-1.138443
2160,-1.318594
2161,-1.409663
2162,-1.398554
2163,-1.276122
2164,-1.072646
2165,-0.783996
2166,-0.427066
2167,-0.045482
2168,0.316066
2169,0.645464
2170,0.960135
2171,1.225573
2172,1.392815
2173,1.466602
2174,1.425193
2175,1.223878
2176,0.908025
2177,0.526758
2178,0.126634
2179,-0.272606
2180,-0.640115
2181,-0.943177
2182,-1.180593
2183,-1.336538
2184,-1.391883
2185,-1.338366
2186,-1.175590
2187,-0.904045
2188,-0.558015
2189,-0.182118
2190,0.165053
2191,0.461802
2192,0.723831
2193,0.937079
2194,1.098819
2195,1.190981
2196,1.207406
2197,1.152376
2198,0.993962
2199,0.730939
2200,0.387486
2201,-0.003524
2202,-0.354878
2203,-0.633888
2204,-0.871989
2205,-1.077992
2206,-1.219298
2207,-1.258452
2208,-1.174721
2209,-0.966668
2210,-0.669585
2211,-0.348161
2212,-0.020795
2213,0.329378
2214,0.673837
2215,0.957922
2216,1.164924
2217,1.264245
2218,1.275725
2219,1.217984
2220,1.077296
2221,0.873909
2222,0.578505
2223,0.205339
2224,-0.193496
2225,-0.572880
2226,-0.863613
2227,-1.044953
2228,-1.153246
2229,-1.224221
2230,-1.234682
2231,-1.147884
2232,-0.980535
2233,-0.735822
2234,-0.421522
2235,-0.078263
2236,0.239584
2237,0.498913
2238,0.738871
2239,0.947534
2240,1.097211
2241,1.193014
2242,1.227882
2243,1.159065
2244,0.992065
2245,0.775588
2246,0.511579
2247,0.177471
2248,-0.178714
2249,-0.512485
2250,-0.820212
2251,-1.079528
2252,-1.258320
2253,-1.325371
2254,-1.259779
2255,-1.090873
2256,-0.860839
2257,-0.581970
2258,-0.243254
2259,0.108534
2260,0.397281
2261,0.613256
2262,0.747160
2263,0.827137
2264,0.871292
2265,0.865998
2266,0.780199
2267,0.605875
2268,0.403104
2269,0.194596
2270,0.004178
2271,-0.152863
2272,-0.302632
2273,-0.450343
2274,-0.595762
2275,-0.724886
2276,-0.802278
2277,-0.822517
2278,-0.769734
2279,-0.659315
2280,-0.497301
2281,-0.281486
2282,-0.045858
2283,0.203139
2284,0.420346
2285,0.582977
2286,0.700007
2287,0.761389
2288,0.780181
2289,0.739728
2290,0.638534
2291,0.518836
2292,0.380585
2293,0.205067
2294,0.017088
2295,-0.169585
2296,-0.348472
2297,-0.544857
2298,-0.721601
2299,-0.831733
2300,-0.890242
2301,-0.862816
2302,-0.742741
2303,-0.569930
2304,-0.345603
2305,-0.093788
2306,0.173648
2307,0.439261
2308,0.651938
2309,0.800310
2310,0.878628
2311,0.879501
2312,0.836812
2313,0.750842
2314,0.631267
2315,0.494131
2316,0.327866
2317,0.141029
2318,-0.074413
2319,-0.299515
2320,-0.489717
2321,-0.618268
2322,-0.684828
2323,-0.697325
2324,-0.662876
2325,-0.609945
2326,-0.534358
2327,-0.406434
2328,-0.239791
2329,-0.052065
2330,0.145143
2331,0.307833
2332,0.451536
2333,0.620764
2334,0.754469
2335,0.803344
2336,0.762549
2337,0.636445
2338,0.459068
2339,0.253010
2340,0.028618
2341,-0.207243
2342,-0.414415
2343,-0.554996
2344,-0.628157
2345,-0.623412
2346,-0.558575
2347,-0.460318
2348,-0.351460
2349,-0.212627
2350,-0.047296
2351,0.126139
2352,0.305494
2353,0.462118
2354,0.579706
2355,0.643273
2356,0.671856
2357,0.676834
2358,0.650218
2359,0.560244
2360,0.384433
2361,0.140990
2362,-0.151114
2363,-0.423028
2364,-0.637951
2365,-0.810105
2366,-0.935330
2367,-1.005171
2368,-0.997993
2369,-0.908627
2370,-0.730745
2371,-0.473436
2372,-0.200916
2373,0.068143
2374,0.341808
2375,0.585285
2376,0.801949
2377,0.974281
2378,1.065685
2379,1.059742
2380,0.953132
2381,0.782313
2382,0.560020
2383,0.312505
2384,0.060140
2385,-0.184859
2386,-0.411071
2387,-0.630852
2388,-0.817900
2389,-0.945671
2390,-1.008292
2391,-1.002720
2392,-0.931360
2393,-0.791839
2394,-0.581137
2395,-0.313649
2396,-0.029082
2397,0.233314
2398,0.470938
2399,0.682987
2400,0.844628
2401,0.973693
2402,1.068082
2403,1.068867
2404,0.993636
2405,0.863159
2406,0.657069
2407,0.406505
2408,0.116692
2409,-0.210211
2410,-0.546291
2411,-0.824418
2412,-1.004338
2413,-1.098223
2414,-1.106994
2415,-1.040232
2416,-0.929768
2417,-0.768901
2418,-0.536894
2419,-0.273248
2420,-0.018180
2421,0.232996
2422,0.460474
2423,0.659291
2424,0.842891
2425,1.000105
2426,1.086413
2427,1.104046
2428,1.043933
2429,0.871950
2430,0.639414
2431,0.405820
2432,0.172156
2433,-0.081302
2434,-0.332936
2435,-0.567504
2436,-0.768803
2437,-0.890845
2438,-0.920846
2439,-0.914025
2440,-0.882370
2441,-0.772533
2442,-0.582997
2443,-0.377728
2444,-0.156644
2445,0.088724
2446,0.338119
2447,0.588428
2448,0.803415
2449,0.931854
2450,0.964646
2451,0.961637
2452,0.921636
2453,0.816903
2454,0.686322
2455,0.521741
2456,0.300912
2457,0.046561
2458,-0.221346
2459,-0.488439
2460,-0.709770
2461,-0.822999
2462,-0.875615
2463,-0.917909
2464,-0.915593
2465,-0.831695
2466,-0.696829
2467,-0.497853
2468,-0.215782
2469,0.077849
2470,0.318834
2471,0.514860
2472,0.687079
2473,0.839159
2474,0.954708
2475,1.013194
2476,0.985507
2477,0.863434
2478,0.698522
2479,0.529542
2480,0.316268
2481,0.054797
2482,-0.229402
2483,-0.513825
2484,-0.765743
2485,-0.963276
2486,-1.112828
2487,-1.183655
2488,-1.144680
2489,-1.013253
2490,-0.816554
2491,-0.588432
2492,-0.304488
2493,0.035640
2494,0.376460
2495,0.688786
2496,0.931139
2497,1.078695
2498,1.157125
2499,1.169573
2500,1.104116
2501,0.950980
2502,0.731055
2503,0.487305
2504,0.218992
2505,-0.066409
2506,-0.347004
2507,-0.579050
2508,-0.738384
2509,-0.842301
2510,-0.891010
2511,-0.885494
2512,-0.824739
2513,-0.697816
2514,-0.510814
2515,-0.254689
2516,0.028099
2517,0.274969
2518,0.511382
2519,0.740421
2520,0.921373
2521,1.013791
2522,0.998429
2523,0.901590
2524,0.731148
2525,0.503274
2526,0.271509
2527,0.068992
2528,-0.130276
2529,-0.356087
2530,-0.560929
2531,-0.689772
2532,-0.736010
2533,-0.715676
2534,-0.661991
2535,-0.601177
2536,-0.520734
2537,-0.426358
2538,-0.314710
2539,-0.156562
2540,0.045745
2541,0.261655
2542,0.454332
2543,0.585027
2544,0.668913
2545,0.712767
2546,0.703828
2547,0.647660
2548,0.547977
2549,0.398749
2550,0.187558
2551,-0.053357
2552,-0.272785
2553,-0.451305
2554,-0.623130
2555,-0.747806
2556,-0.783347
2557,-0.755755
2558,-0.696940
2559,-0.601719
2560,-0.469552
2561,-0.319787
2562,-0.181892
2563,-0.052878
2564,0.075506
2565,0.219886
2566,0.374266
2567,0.493800
2568,0.553504
2569,0.550475
2570,0.512027
2571,0.441083
2572,0.341646
2573,0.254568
2574,0.204588
2575,0.167287
2576,0.100160
2577,-0.008232
2578,-0.112450
2579,-0.205381
2580,-0.324222
2581,-0.492065
2582,-0.685520
2583,-0.829666
2584,-0.893342
2585,-0.870379
2586,-0.745851
2587,-0.563352
2588,-0.351483
2589,-0.119597
2590,0.122831
2591,0.382279
2592,0.635707
2593,0.835283
2594,0.914512
2595,0.912988
2596,0.885422
2597,0.810077
2598,0.700945
2599,0.548870
2600,0.347118
2601,0.076433
2602,-0.226993
2603,-0.494380
2604,-0.695815
2605,-0.841960
2606,-0.987070
2607,-1.097063
2608,-1.100902
2609,-0.997030
2610,-0.790710
2611,-0.521244
2612,-0.231670
2613,0.064093
2614,0.354942
2615,0.623572
2616,0.866260
2617,1.061363
2618,1.168748
2619,1.137251
2620,0.955791
2621,0.717468
2622,0.481248
2623,0.230769
2624,-0.051507
2625,-0.336190
2626,-0.591776
2627,-0.815187
2628,-0.963291
2629,-1.030947
2630,-1.025988
2631,-0.946654
2632,-0.820449
2633,-0.632178
2634,-0.405958
2635,-0.155463
2636,0.106655
2637,0.372814
2638,0.597396
2639,0.735779
2640,0.792779
2641,0.776637
2642,0.726764
2643,0.649287
2644,0.546709
2645,0.416943
2646,0.241494
2647,0.008987
2648,-0.224292
2649,-0.426410
2650,-0.622750
2651,-0.789670
2652,-0.913190
2653,-0.962022
2654,-0.897129
2655,-0.755391
2656,-0.548690
2657,-0.289723
2658,-0.055480
2659,0.129079
2660,0.300726
2661,0.460487
2662,0.592546
2663,0.694801
2664,0.755962
2665,0.739885
2666,0.649925
2667,0.545799
2668,0.425333
2669,0.283992
2670,0.116765
2671,-0.095469
2672,-0.310336
2673,-0.480218
2674,-0.594909
2675,-0.637868
2676,-0.643126
2677,-0.676952
2678,-0.681615
2679,-0.623071
2680,-0.519501
2681,-0.359733
2682,-0.171381
2683,0.012629
2684,0.190541
2685,0.370453
2686,0.524038
2687,0.633124
2688,0.678770
2689,0.680057
2690,0.673359
2691,0.649919
2692,0.587749
2693,0.476851
2694,0.340204
2695,0.163638
2696,-0.043021
2697,-0.236904
2698,-0.408899
2699,-0.540885
2700,-0.612156
2701,-0.654878
2702,-0.665859
2703,-0.621650
2704,-0.545176
2705,-0.417370
2706,-0.223837
2707,-0.012853
2708,0.202469
2709,0.401991
2710,0.564329
2711,0.698784
2712,0.783706
2713,0.804686
2714,0.747164
2715,0.623372
2716,0.478537
2717,0.314339
2718,0.129197
2719,-0.053554
2720,-0.225543
2721,-0.387017
2722,-0.533116
2723,-0.644320
2724,-0.705198
2725,-0.671531
2726,-0.568668
2727,-0.438663
2728,-0.296014
2729,-0.167125
2730,-0.021438
2731,0.130613
2732,0.279070
2733,0.408091
2734,0.442599
2735,0.413342
2736,0.350264
2737,0.261757
2738,0.154076
2739,0.024295
2740,-0.137520
2741,-0.294223
2742,-0.411908
2743,-0.462378
2744,-0.430981
2745,-0.367151
2746,-0.292575
2747,-0.192686
2748,-0.078677
2749,0.073946
2750,0.239095
2751,0.371083
2752,0.463494
2753,0.511919
2754,0.538927
2755,0.546003
2756,0.525052
2757,0.452964
2758,0.324379
2759,0.187115
2760,0.062340
2761,-0.065524
2762,-0.165936
2763,-0.253444
2764,-0.362484
2765,-0.453528
2766,-0.482243
2767,-0.473044
2768,-0.439856
2769,-0.381475
2770,-0.320040
2771,-0.246314
2772,-0.142118
2773,-0.009718
2774,0.130353
2775,0.273909
2776,0.403700
2777,0.513156
2778,0.604003
2779,0.678631
2780,0.705373
2781,0.683241
2782,0.603578
2783,0.463686
2784,0.289861
2785,0.085938
2786,-0.135723
2787,-0.322118
2788,-0.476151
2789,-0.569851
2790,-0.626460
2791,-0.662062
2792,-0.652819
2793,-0.596832
2794,-0.487088
2795,-0.355096
2796,-0.208813
2797,-0.026180
2798,0.169419
2799,0.364055
2800,0.550442
2801,0.697889
2802,0.776638
2803,0.783372
2804,0.737264
2805,0.644664
2806,0.526274
2807,0.392927
2808,0.231280
2809,0.038391
2810,-0.160151
2811,-0.310098
2812,-0.403640
2813,-0.441100
2814,-0.427141
2815,-0.384531
2816,-0.328538
2817,-0.260013
2818,-0.191467
2819,-0.116133
2820,-0.032093
2821,0.080296
2822,0.230638
2823,0.400385
2824,0.569892
2825,0.700092
2826,0.746918
2827,0.726771
2828,0.666275
2829,0.582972
2830,0.470697
2831,0.305081
2832,0.090725
2833,-0.115163
2834,-0.266018
2835,-0.356516
2836,-0.425160
2837,-0.487004
2838,-0.552194
2839,-0.600417
2840,-0.585515
2841,-0.483160
2842,-0.334467
2843,-0.172080
2844,-0.011483
2845,0.145523
2846,0.322377
2847,0.548644
2848,0.767935
2849,0.891811
2850,0.909876
2851,0.825697
2852,0.668391
2853,0.480834
2854,0.280375
2855,0.083119
2856,-0.095327
2857,-0.238425
2858,-0.351991
2859,-0.426909
2860,-0.450335
2861,-0.433886
2862,-0.376619
2863,-0.261259
2864,-0.113088
2865,0.026864
2866,0.147025
2867,0.252821
2868,0.318248
2869,0.352655
2870,0.396156
2871,0.416605
2872,0.380332
2873,0.313339
2874,0.225431
2875,0.147106
2876,0.084457
2877,-0.005420
2878,-0.125016
2879,-0.217387
2880,-0.263216
2881,-0.265350
2882,-0.258098
2883,-0.290733
2884,-0.321441
2885,-0.287374
2886,-0.198868
2887,-0.069162
2888,0.071746
2889,0.186783
2890,0.271083
2891,0.328860
2892,0.369970
2893,0.356807
2894,0.278593
2895,0.191861
2896,0.102852
2897,0.024148
2898,-0.060421
2899,-0.176869
2900,-0.300203
2901,-0.384222
2902,-0.416732
2903,-0.423488
2904,-0.417338
2905,-0.407848
2906,-0.357084
2907,-0.239981
2908,-0.069571
2909,0.117282
2910,0.296816
2911,0.454834
2912,0.567965
2913,0.626357
2914,0.609708
2915,0.514818
2916,0.393178
2917,0.265158
2918,0.119907
2919,-0.028954
2920,-0.165008
2921,-0.276966
2922,-0.364481
2923,-0.428511
2924,-0.502553
2925,-0.564438
2926,-0.570337
2927,-0.519084
2928,-0.429791
2929,-0.329595
2930,-0.199311
2931,-0.009818
2932,0.211288
2933,0.449109
2934,0.641384
2935,0.734941
2936,0.747831
2937,0.726206
2938,0.685861
2939,0.616614
2940,0.492462
2941,0.322550
2942,0.123416
2943,-0.104685
2944,-0.331609
2945,-0.536864
2946,-0.710203
2947,-0.838279
2948,-0.850417
2949,-0.756428
2950,-0.622027
2951,-0.467013
2952,-0.277049
2953,-0.045917
2954,0.180131
2955,0.367450
2956,0.522118
2957,0.643099
2958,0.691073
2959,0.667662
2960,0.634883
2961,0.582295
2962,0.476050
2963,0.312716
2964,0.108196
2965,-0.115043
2966,-0.343444
2967,-0.536641
2968,-0.650681
2969,-0.696651
2970,-0.691704
2971,-0.648285
2972,-0.584024
2973,-0.525394
2974,-0.439443
2975,-0.325390
2976,-0.188722
2977,-0.023150
2978,0.148099
2979,0.310369
2980,0.427618
2981,0.520165
2982,0.589601
2983,0.600746
2984,0.539909
2985,0.405367
2986,0.253675
2987,0.084362
2988,-0.086751
2989,-0.228395
2990,-0.358897
2991,-0.495338
2992,-0.605786
2993,-0.668369
2994,-0.675169
2995,-0.613722
2996,-0.513821
2997,-0.408243
2998,-0.242504
2999,-0.019840
3000,0.192733
3001,0.369487
3002,0.470687
3003,0.507280
3004,0.535801
3005,0.546073
3006,0.494162
3007,0.424460
3008,0.308007
3009,0.123788
3010,-0.066809
3011,-0.249559
3012,-0.390475
3013,-0.484719
3014,-0.525084
3015,-0.510765
3016,-0.465836
3017,-0.397384
3018,-0.308242
3019,-0.190731
3020,-0.023339
3021,0.143898
3022,0.280620
3023,0.375379
3024,0.420925
3025,0.432239
3026,0.406678
3027,0.372191
3028,0.336855
3029,0.278271
3030,0.193858
3031,0.064741
3032,-0.058059
3033,-0.165847
3034,-0.262513
3035,-0.344982
3036,-0.414434
3037,-0.454251
3038,-0.479554
3039,-0.492233
3040,-0.463809
3041,-0.422938
3042,-0.345698
3043,-0.213985
3044,-0.063862
3045,0.082144
3046,0.192250
3047,0.243212
3048,0.283762
3049,0.332385
3050,0.379133
3051,0.393165
3052,0.337000
3053,0.228253
3054,0.088563
3055,-0.070445
3056,-0.232418
3057,-0.356243
3058,-0.441676
3059,-0.532739
3060,-0.598817
3061,-0.633902
3062,-0.660901
3063,-0.654516
3064,-0.587732
3065,-0.474219
3066,-0.343307
3067,-0.233299
3068,-0.117142
3069,0.026168
3070,0.178349
3071,0.333686
3072,0.453815
3073,0.542160
3074,0.594860
3075,0.594071
3076,0.574115
3077,0.496507
3078,0.329800
3079,0.097464
3080,-0.149504
3081,-0.356530
3082,-0.507786
3083,-0.645784
3084,-0.737149
3085,-0.760700
3086,-0.747202
3087,-0.673244
3088,-0.542025
3089,-0.390931
3090,-0.207362
3091,-0.005256
3092,0.208234
3093,0.406813
3094,0.564816
3095,0.660013
3096,0.680337
3097,0.646368
3098,0.567843
3099,0.475631
3100,0.368971
3101,0.190336
3102,-0.050160
3103,-0.309020
3104,-0.527379
3105,-0.651528
3106,-0.685280
3107,-0.656358
3108,-0.592239
3109,-0.520210
3110,-0.431094
3111,-0.304463
3112,-0.149072
3113,-0.008181
3114,0.104684
3115,0.216065
3116,0.333843
3117,0.436175
3118,0.499900
3119,0.477129
3120,0.398436
3121,0.327689
3122,0.228533
3123,0.086244
3124,-0.071806
3125,-0.225111
3126,-0.328591
3127,-0.359155
3128,-0.323249
3129,-0.267339
3130,-0.207227
3131,-0.140106
3132,-0.056925
3133,0.039695
3134,0.118204
3135,0.132026
3136,0.092112
3137,0.040227
3138,-0.006251
3139,-0.029389
3140,-0.035619
3141,-0.056673
3142,-0.081287
3143,-0.102334
3144,-0.160570
3145,-0.233166
3146,-0.254836
3147,-0.227459
3148,-0.182229
3149,-0.117563
3150,-0.037660
3151,0.035601
3152,0.079833
3153,0.089174
3154,0.111881
3155,0.147679
3156,0.150576
3157,0.136171
3158,0.109923
3159,0.066537
3160,0.021603
3161,-0.016019
3162,-0.022871
3163,-0.010769
3164,0.004998
3165,0.011863
3166,0.018522
3167,0.019116
3168,0.019405
3169,0.030559
3170,0.045139
3171,0.067618
3172,0.086506
3173,0.091375
3174,0.096202
3175,0.085806
3176,0.065436
3177,0.045558
3178,0.046308
3179,0.044080
3180,0.017657
3181,-0.019742
3182,-0.056937
3183,-0.070804
3184,-0.083633
3185,-0.113432
3186,-0.135470
3187,-0.111499
3188,-0.056333
3189,0.007031
3190,0.063305
3191,0.071737
3192,0.051592
3193,0.045500
3194,0.054257
3195,0.054661
3196,0.035430
3197,0.000149
3198,-0.060483
3199,-0.119322
3200,-0.179831
3201,-0.240485
3202,-0.267666
3203,-0.260470
3204,-0.235688
3205,-0.190577
3206,-0.133148
3207,-0.079023
3208,-0.012597
3209,0.067100
3210,0.149385
3211,0.194325
3212,0.164218
3213,0.059424
3214,-0.059517
3215,-0.138709
3216,-0.177042
3217,-0.195357
3218,-0.184982
3219,-0.138426
3220,-0.070309
3221,0.029805
3222,0.129097
3223,0.187714
3224,0.226291
3225,0.216981
3226,0.179722
3227,0.143505
3228,0.106657
3229,0.070329
3230,-0.006252
3231,-0.108512
3232,-0.203531
3233,-0.303478
3234,-0.378381
3235,-0.419154
3236,-0.457753
3237,-0.458495
3238,-0.390481
3239,-0.298714
3240,-0.181294
3241,-0.038221
3242,0.123637
3243,0.276925
3244,0.386896
3245,0.460968
3246,0.489929
3247,0.473912
3248,0.445503
3249,0.432365
3250,0.409167
3251,0.299432
3252,0.092124
3253,-0.161542
3254,-0.391066
3255,-0.573453
3256,-0.700045
3257,-0.736166
3258,-0.700817
3259,-0.599618
3260,-0.426105
3261,-0.245009
3262,-0.072561
3263,0.094265
3264,0.229152
3265,0.347695
3266,0.467418
3267,0.568967
3268,0.619805
3269,0.609799
3270,0.544141
3271,0.432060
3272,0.278042
3273,0.100831
3274,-0.085516
3275,-0.280044
3276,-0.446079
3277,-0.550546
3278,-0.597111
3279,-0.577765
3280,-0.521711
3281,-0.455112
3282,-0.382047
3283,-0.278460
3284,-0.158584
3285,-0.053402
3286,0.056333
3287,0.169335
3288,0.281535
3289,0.354171
3290,0.377688
3291,0.360413
3292,0.318992
3293,0.276059
3294,0.239875
3295,0.219623
3296,0.229870
3297,0.232401
3298,0.178894
3299,0.095701
3300,0.035986
3301,-0.017314
3302,-0.081616
3303,-0.141643
3304,-0.229311
3305,-0.322768
3306,-0.356211
3307,-0.340500
3308,-0.293290
3309,-0.207468
3310,-0.093038
3311,0.045205
3312,0.178905
3313,0.316863
3314,0.437932
3315,0.538847
3316,0.649724
3317,0.687438
3318,0.637926
3319,0.569527
3320,0.475895
3321,0.338792
3322,0.178655
3323,-0.008164
3324,-0.213654
3325,-0.374564
3326,-0.484538
3327,-0.576432
3328,-0.649729
3329,-0.665915
3330,-0.598151
3331,-0.466849
3332,-0.305999
3333,-0.128496
3334,0.054378
3335,0.239025
3336,0.420324
3337,0.565628
3338,0.668106
3339,0.736646
3340,0.755349
3341,0.723650
3342,0.625464
3343,0.445829
3344,0.219122
3345,-0.016557
3346,-0.236361
3347,-0.415660
3348,-0.559947
3349,-0.669592
3350,-0.728777
3351,-0.743150
3352,-0.707380
3353,-0.606710
3354,-0.447589
3355,-0.233880
3356,-0.010955
3357,0.190074
3358,0.354406
3359,0.507777
3360,0.646313
3361,0.747805
3362,0.765750
3363,0.683686
3364,0.577055
3365,0.478973
3366,0.372320
3367,0.232627
3368,0.086878
3369,-0.076374
3370,-0.257539
3371,-0.423092
3372,-0.569442
3373,-0.661830
3374,-0.675257
3375,-0.616986
3376,-0.521146
3377,-0.396521
3378,-0.243067
3379,-0.081390
3380,0.073319
3381,0.236850
3382,0.437777
3383,0.625241
3384,0.752488
3385,0.806253
3386,0.788494
3387,0.737711
3388,0.667377
3389,0.546659
3390,0.330465
3391,0.062745
3392,-0.194390
3393,-0.435538
3394,-0.677181
3395,-0.893344
3396,-1.043095
3397,-1.077673
3398,-1.002559
3399,-0.844904
3400,-0.633578
3401,-0.373320
3402,-0.078946
3403,0.249677
3404,0.573690
3405,0.824349
