timestep,charge_level
662,1.174679
663,1.174679
664,1.174679
665,1.174679
666,1.174679
667,1.174679
668,1.174679
669,1.174679
670,1.174679
671,1.174679
672,1.174679
673,1.174679
674,1.174679
675,1.174679
676,1.174679
677,1.174679
678,1.174679
679,1.174679
680,1.174679
681,1.174679
682,1.174679
683,1.174679
684,1.174679
685,1.174679
686,1.174679
687,1.174679
688,1.174679
689,1.174679
690,1.174679
691,1.174679
692,1.174679
693,1.174679
694,1.174679
695,1.174679
696,1.174679
697,1.174679
698,1.174679
699,1.174679
700,1.174679
701,1.174679
702,1.174679
703,1.174679
704,1.174679
705,1.174679
706,1.174679
707,1.174679
708,1.174679
709,1.174679
710,1.174679
711,1.174679
712,1.174679
713,1.174679
714,1.174679
715,1.174679
716,1.174679
717,1.174679
718,1.174679
719,1.174679
720,1.267634
721,1.267634
722,1.267634
723,1.267634
724,1.267634
725,1.267634
726,1.267634
727,1.267634
728,1.267634
729,1.267634
730,1.267634
731,1.267634
732,1.267634
733,1.267634
734,1.267634
735,1.267634
736,1.267634
737,1.267634
738,1.267634
739,1.267634
740,1.267634
741,1.267634
742,1.267634
743,1.267634
744,1.267634
745,1.267634
746,1.267634
747,1.267634
748,1.267634
749,1.267634
750,1.267634
751,1.267634
752,1.267634
753,1.267634
754,1.267634
755,1.267634
756,1.267634
757,1.267634
758,1.267634
759,1.267634
760,1.267634
761,1.267634
762,1.267634
763,1.267634
764,1.267634
765,1.267634
766,1.267634
767,1.267634
768,1.267634
769,1.267634
770,1.267634
771,1.267634
772,1.267634
773,1.267634
774,1.267634
775,1.267634
776,1.267634
777,1.267634
778,1.267634
779,1.267634
780,1.200325
781,1.200325
782,1.200325
783,1.200325
784,1.200325
785,1.200325
