timestep,charge_level,psiL_am,psiT_am,ampL_am,ampT_am,freq_rHz
802,0.685212,0.903929,-0.042821,0.830792,0.065343,0.009522
803,0.685212,0.554000,-0.036277,0.829638,0.065230,0.009522
804,0.685212,0.192060,-0.029992,0.827673,0.065101,0.009522
805,0.685212,-0.135598,-0.024063,0.825657,0.064961,0.009522
806,0.685212,-0.399033,-0.018546,0.824073,0.064811,0.009522
807,0.685212,-0.577681,-0.013465,0.823025,0.064656,0.009522
808,0.685212,-0.668882,-0.008814,0.822326,0.064497,0.009522
809,0.685212,-0.699276,-0.004561,0.821756,0.064337,0.009522
810,0.685212,-0.712969,-0.000664,0.821248,0.064176,0.009522
811,0.685212,-0.740416,0.002934,0.820864,0.064015,0.009522
812,0.685212,-0.775861,0.006288,0.820645,0.063857,0.009522
813,0.685212,-0.782011,0.009450,0.820457,0.063700,0.009522
814,0.685212,-0.718337,0.012466,0.819978,0.063547,0.009522
815,0.685212,-0.571508,0.015366,0.818923,0.063397,0.009522
816,0.685212,-0.361426,0.018169,0.817273,0.063252,0.009522
817,0.685212,-0.119544,0.020873,0.815271,0.063110,0.009522
818,0.685212,0.129594,0.023461,0.813282,0.062974,0.009521
819,0.685212,0.366899,0.025901,0.811660,0.062843,0.009521
820,0.685212,0.574943,0.028144,0.810649,0.062718,0.009521
821,0.685212,0.745293,0.030128,0.810335,0.062597,0.009521
822,0.685212,0.884705,0.031784,0.810724,0.062481,0.009521
823,0.685212,1.003952,0.033035,0.811805,0.062368,0.009521
824,0.685212,1.095378,0.033807,0.813468,0.062258,0.009521
825,0.685212,1.121344,0.034026,0.815297,0.062149,0.009521
826,0.685212,1.026950,0.033629,0.816492,0.062039,0.009521
827,0.685212,0.772809,0.032567,0.816279,0.061926,0.009521
828,0.685212,0.363469,0.030809,0.814641,0.061810,0.009521
829,0.685212,-0.150589,0.028347,0.812672,0.061687,0.009521
830,0.685212,-0.693660,0.025194,0.812120,0.061559,0.009521
831,0.685212,-1.188482,0.021394,0.814435,0.061423,0.009521
832,0.685212,-1.571282,0.017015,0.819959,0.061281,0.009521
833,0.685212,-1.802638,0.012149,0.827779,0.061134,0.009521
834,0.685212,-1.873100,0.006913,0.836262,0.060983,0.009521
835,0.685212,-1.791643,0.001438,0.843735,0.060830,0.009521
836,0.685212,-1.563068,-0.004128,0.848849,0.060679,0.009521
837,0.685212,-1.179930,-0.009636,0.850825,0.060531,0.009521
838,0.685212,-0.636842,-0.014935,0.849889,0.060389,0.009521
839,0.685212,0.048191,-0.019883,0.847768,0.060254,0.009564
840,0.707484,0.819211,-0.024354,0.847628,0.060128,0.009564
841,0.707484,1.583020,-0.028244,0.852884,0.060010,0.009564
842,0.707484,2.228602,-0.031474,0.865221,0.059902,0.009564
843,0.707484,2.654049,-0.033996,0.883223,0.059800,0.009564
844,0.707484,2.788142,-0.035794,0.902802,0.059704,0.009564
845,0.707484,2.608606,-0.036888,0.919239,0.059612,0.009564
846,0.707484,2.153486,-0.037325,0.929496,0.059521,0.009564
847,0.707484,1.503632,-0.037184,0.933246,0.059430,0.009564
848,0.707484,0.738225,-0.036571,0.932372,0.059338,0.009564
849,0.707484,-0.091437,-0.035611,0.930061,0.059243,0.009564
850,0.707484,-0.946324,-0.034447,0.930143,0.059145,0.009564
851,0.707484,-1.768530,-0.033231,0.936204,0.059043,0.009564
852,0.707484,-2.467361,-0.032121,0.950019,0.058939,0.009564
853,0.707484,-2.934666,-0.031275,0.970095,0.058833,0.009564
854,0.707484,-3.084290,-0.030845,0.991939,0.058727,0.009564
855,0.707484,-2.887307,-0.030975,1.010300,0.058621,0.009564
856,0.707484,-2.376278,-0.031793,1.021683,0.058517,0.009564
857,0.707484,-1.630465,-0.033411,1.025626,0.058418,0.009564
858,0.707484,-0.763701,-0.035915,1.024483,0.058327,0.009564
859,0.707484,0.096490,-0.039368,1.021941,0.058248,0.009632
860,0.707484,0.852566,-0.043803,1.021164,0.058185,0.009632
861,0.707484,1.469867,-0.049215,1.023897,0.058143,0.009632
862,0.707484,1.962104,-0.055563,1.030715,0.058131,0.009632
863,0.707484,2.343313,-0.062765,1.041401,0.058155,0.009632
864,0.707484,2.586555,-0.070692,1.054772,0.058224,0.009632
865,0.707484,2.620455,-0.079168,1.068324,0.058348,0.009632
866,0.707484,2.373018,-0.087972,1.078780,0.058533,0.009632
867,0.707484,1.830180,-0.096837,1.083833,0.058787,0.009632
868,0.707484,1.056147,-0.105456,1.083697,0.059112,0.009632
869,0.707484,0.165749,-0.113489,1.081047,0.059507,0.009632
870,0.707484,-0.712439,-0.120572,1.079518,0.059967,0.009632
871,0.707484,-1.461456,-0.126335,1.081763,0.060481,0.009632
872,0.707484,-1.998354,-0.130410,1.088268,0.061030,0.009632
873,0.707484,-2.288586,-0.132457,1.097540,0.061594,0.009632
874,0.707484,-2.339126,-0.132177,1.107216,0.062146,0.009632
875,0.707484,-2.177388,-0.129332,1.115125,0.062662,0.009632
876,0.707484,-1.830184,-0.123761,1.119836,0.063114,0.009632
877,0.707484,-1.316420,-0.115398,1.120905,0.063483,0.009632
878,0.707484,-0.664030,-0.104280,1.119085,0.063752,0.009632
879,0.707484,0.061668,-0.090549,1.116292,0.063914,0.009696
880,0.707484,0.755848,-0.074456,1.114780,0.063971,0.009696
881,0.707484,1.313101,-0.056357,1.115859,0.063935,0.009696
882,0.707484,1.672528,-0.036693,1.119331,0.063828,0.009696
883,0.707484,1.831605,-0.015979,1.124016,0.063678,0.009696
884,0.707484,1.827601,0.005223,1.128625,0.063520,0.009696
885,0.707484,1.702589,0.026326,1.132219,0.063388,0.009696
886,0.707484,1.472387,0.046749,1.134174,0.063316,0.009696
887,0.707484,1.125449,0.065941,1.134130,0.063329,0.009696
888,0.707484,0.649528,0.083408,1.132223,0.063445,0.009696
889,0.707484,0.064128,0.098734,1.129398,0.063671,0.009696
890,0.707484,-0.565920,0.111599,1.127282,0.063999,0.009696
891,0.707484,-1.138933,0.121787,1.127340,0.064418,0.009696
892,0.707484,-1.547999,0.129195,1.129833,0.064902,0.009696
893,0.707484,-1.726259,0.133831,1.133596,0.065428,0.009696
894,0.707484,-1.676409,0.135804,1.136955,0.065967,0.009696
895,0.707484,-1.461401,0.135317,1.138807,0.066494,0.009696
896,0.707484,-1.162625,0.132644,1.138927,0.066987,0.009696
897,0.707484,-0.833561,0.128117,1.137604,0.067431,0.009696
898,0.707484,-0.477619,0.122106,1.135259,0.067814,0.009696
899,0.707484,-0.065234,0.114996,1.132427,0.068131,0.009696
900,0.788441,0.419764,0.107169,1.129982,0.068382,0.009731
901,0.788441,0.941023,0.098992,1.129116,0.068569,0.009731
902,0.788441,1.408549,0.090799,1.130685,0.068698,0.009731
903,0.788441,1.714706,0.082881,1.134353,0.068776,0.009731
904,0.788441,1.782214,0.075484,1.138510,0.068811,0.009731
905,0.788441,1.596622,0.068797,1.141258,0.068811,0.009731
906,0.788441,1.205784,0.062962,1.141590,0.068783,0.009731
907,0.788441,0.691171,0.058065,1.139781,0.068734,0.009731
908,0.788441,0.134732,0.054147,1.136967,0.068669,0.009731
909,0.788441,-0.397984,0.051205,1.134471,0.068592,0.009731
910,0.788441,-0.857268,0.049201,1.133253,0.068509,0.009731
911,0.788441,-1.201832,0.048061,1.133606,0.068422,0.009731
912,0.788441,-1.395103,0.047688,1.135064,0.068334,0.009731
913,0.788441,-1.412796,0.047962,1.136621,0.068247,0.009731
914,0.788441,-1.257777,0.048748,1.137259,0.068164,0.009731
915,0.788441,-0.968944,0.049900,1.136480,0.068084,0.009731
916,0.788441,-0.611498,0.051261,1.134459,0.068011,0.009731
917,0.788441,-0.248793,0.052674,1.131756,0.067943,0.009731
918,0.788441,0.086842,0.053977,1.128940,0.067880,0.009851
919,0.788441,0.401331,0.055015,1.126472,0.067822,0.009851
920,0.788441,0.715003,0.055634,1.124789,0.067766,0.009851
921,0.788441,1.021096,0.055694,1.124294,0.067711,0.009851
922,0.788441,1.262437,0.055066,1.125027,0.067654,0.009851
923,0.788441,1.353196,0.053639,1.126283,0.067591,0.009851
924,0.788441,1.232833,0.051324,1.126841,0.067519,0.009851
925,0.788441,0.911310,0.048058,1.125866,0.067436,0.009851
926,0.788441,0.472278,0.043805,1.123544,0.067339,0.009851
927,0.788441,0.031497,0.038564,1.120734,0.067225,0.009851
928,0.788441,-0.321274,0.032366,1.118159,0.067096,0.009851
929,0.788441,-0.558643,0.025280,1.116060,0.066952,0.009851
930,0.788441,-0.710427,0.017410,1.114399,0.066796,0.009851
931,0.788441,-0.827406,0.008895,1.113148,0.066632,0.009851
932,0.788441,-0.938326,-0.000096,1.112342,0.066465,0.009851
933,0.788441,-1.023427,-0.009366,1.111915,0.066302,0.009851
934,0.788441,-1.021111,-0.018699,1.111480,0.066149,0.009851
935,0.788441,-0.871281,-0.027868,1.110408,0.066013,0.009851
936,0.788441,-0.567265,-0.036640,1.108354,0.065899,0.009851
937,0.788441,-0.174718,-0.044790,1.105649,0.065810,0.009851
938,0.788441,0.200941,-0.052110,1.102973,0.065748,0.009904
939,0.788441,0.473817,-0.058419,1.100722,0.065714,0.009904
940,0.788441,0.618707,-0.063569,1.098838,0.065703,0.009904
941,0.788441,0.661985,-0.067459,1.097087,0.065712,0.009904
942,0.788441,0.638075,-0.070036,1.095270,0.065734,0.009904
943,0.788441,0.558321,-0.071300,1.093242,0.065763,0.009904
944,0.788441,0.419490,-0.071305,1.090909,0.065792,0.009904
945,0.788441,0.230697,-0.070158,1.088300,0.065815,0.009904
946,0.788441,0.025684,-0.068014,1.085578,0.065826,0.009904
947,0.788441,-0.150006,-0.065068,1.082912,0.065822,0.009904
948,0.788441,-0.260939,-0.061548,1.080359,0.065802,0.009904
949,0.788441,-0.292867,-0.057698,1.077854,0.065764,0.009904
950,0.788441,-0.249189,-0.053772,1.075300,0.065709,0.009904
951,0.788441,-0.143148,-0.050017,1.072656,0.065640,0.009904
952,0.788441,0.004086,-0.046657,1.069971,0.065559,0.010189
953,0.788441,0.166192,-0.043888,1.067358,0.065468,0.010189
954,0.788441,0.319576,-0.041861,1.064926,0.065371,0.010189
955,0.788441,0.445143,-0.040675,1.062727,0.065271,0.010189
956,0.788441,0.518784,-0.040374,1.060701,0.065170,0.010189
957,0.788441,0.508763,-0.040942,1.058657,0.065072,0.010189
958,0.788441,0.393937,-0.042304,1.056375,0.064978,0.010189
959,0.788441,0.191395,-0.044329,1.053817,0.064891,0.010189
960,0.852439,-0.036126,-0.046841,1.051183,0.064813,0.010189
961,0.852439,-0.212838,-0.049623,1.048659,0.064746,0.010189
962,0.852439,-0.304428,-0.052432,1.046256,0.064690,0.010189
963,0.852439,-0.342710,-0.055013,1.043918,0.064645,0.010189
964,0.852439,-0.390854,-0.057109,1.041672,0.064610,0.010189
965,0.852439,-0.480512,-0.058479,1.039620,0.064581,0.010189
966,0.852439,-0.582702,-0.058909,1.037836,0.064554,0.010189
967,0.852439,-0.636313,-0.058223,1.036215,0.064523,0.010189
968,0.852439,-0.603893,-0.056295,1.034503,0.064485,0.010189
969,0.852439,-0.504036,-0.053055,1.032529,0.064433,0.010189
970,0.852439,-0.392711,-0.048493,1.030319,0.064363,0.010189
971,0.852439,-0.311618,-0.042658,1.027976,0.064273,0.010189
972,0.852439,-0.251067,-0.035661,1.025556,0.064161,0.010189
973,0.852439,-0.154807,-0.027663,1.023048,0.064031,0.010189
974,0.852439,0.041797,-0.018874,1.020491,0.063884,0.010176
975,0.852439,0.363362,-0.009537,1.018261,0.063728,0.010176
976,0.852439,0.759320,0.000082,1.017130,0.063568,0.010176
977,0.852439,1.107950,0.009704,1.017604,0.063413,0.010176
978,0.852439,1.267638,0.019055,1.019007,0.063269,0.010176
979,0.852439,1.151204,0.027874,1.019711,0.063141,0.010176
980,0.852439,0.777097,0.035926,1.018641,0.063034,0.010176
981,0.852439,0.263469,0.043013,1.016262,0.062950,0.010176
982,0.852439,-0.235827,0.048980,1.013856,0.062888,0.010176
983,0.852439,-0.607552,0.053717,1.012230,0.062845,0.010176
984,0.852439,-0.813425,0.057167,1.011333,0.062818,0.010176
985,0.852439,-0.869176,0.059318,1.010672,0.062801,0.010176
986,0.852439,-0.803745,0.060207,1.009743,0.062788,0.010176
987,0.852439,-0.641769,0.059909,1.008237,0.062774,0.010176
988,0.852439,-0.416069,0.058533,1.006144,0.062754,0.010176
989,0.852439,-0.180879,0.056216,1.003707,0.062723,0.010176
990,0.852439,0.000324,0.053109,1.001194,0.062679,0.010349
991,0.852439,0.088747,0.049374,0.998708,0.062619,0.010349
992,0.852439,0.095611,0.045174,0.996231,0.062544,0.010349
993,0.852439,0.072928,0.040667,0.993751,0.062454,0.010349
994,0.852439,0.076944,0.036001,0.991278,0.062349,0.010349
995,0.852439,0.135380,0.031309,0.988843,0.062233,0.010349
996,0.852439,0.238623,0.026705,0.986512,0.062106,0.010349
997,0.852439,0.351663,0.022286,0.984357,0.061970,0.010349
998,0.852439,0.433304,0.018133,0.982371,0.061828,0.010349
999,0.852439,0.454006,0.014307,0.980438,0.061682,0.010349
1000,0.852439,0.407638,0.010854,0.978408,0.061532,0.010349
1001,0.852439,0.313682,0.007808,0.976211,0.061381,0.010349
1002,0.852439,0.207549,0.005192,0.973878,0.061228,0.010349
1003,0.852439,0.121830,0.003018,0.971478,0.061075,0.010349
1004,0.852439,0.068581,0.001294,0.969059,0.060922,0.010349
1005,0.852439,0.034344,0.000018,0.966636,0.060770,0.010349
1006,0.852439,-0.010347,-0.000814,0.964217,0.060618,0.010349
1007,0.852439,-0.096107,-0.001214,0.961827,0.060466,0.010349
1008,0.852439,-0.240367,-0.001200,0.959570,0.060315,0.010349
1009,0.852439,-0.431652,-0.000797,0.957655,0.060164,0.010349
1010,0.852439,-0.616923,-0.000038,0.956253,0.060013,0.010349
1011,0.852439,-0.709822,0.001036,0.955179,0.059863,0.010349
1012,0.852439,-0.630868,0.002371,0.953832,0.059714,0.010349
1013,0.852439,-0.362300,0.003902,0.951789,0.059565,0.010349
1014,0.852439,0.023779,0.005557,0.949408,0.059417,0.010286
1015,0.852439,0.395332,0.007251,0.947444,0.059270,0.010286
1016,0.852439,0.635781,0.008893,0.946142,0.059125,0.010286
1017,0.852439,0.709461,0.010387,0.945106,0.058982,0.010286
1018,0.852439,0.666848,0.011634,0.943918,0.058840,0.010286
1019,0.852439,0.590494,0.012539,0.942481,0.058699,0.010286
1020,0.883814,0.530231,0.013012,0.940869,0.058560,0.010286
1021,0.883814,0.476226,0.012976,0.939118,0.058420,0.010286
1022,0.883814,0.380760,0.012367,0.937154,0.058281,0.010286
1023,0.883814,0.203238,0.011143,0.934919,0.058140,0.010286
1024,0.883814,-0.056418,0.009280,0.932587,0.057998,0.010286
1025,0.883814,-0.354670,0.006779,0.930591,0.057855,0.010286
1026,0.883814,-0.628110,0.003664,0.929323,0.057711,0.010286
1027,0.883814,-0.825763,-0.000023,0.928834,0.057566,0.010286
1028,0.883814,-0.929330,-0.004219,0.928837,0.057423,0.010286
1029,0.883814,-0.949059,-0.008849,0.928939,0.057283,0.010286
1030,0.883814,-0.898741,-0.013829,0.928790,0.057148,0.010286
1031,0.883814,-0.775414,-0.019073,0.928087,0.057021,0.010286
1032,0.883814,-0.567640,-0.024499,0.926633,0.056904,0.010286
1033,0.883814,-0.285098,-0.030031,0.924533,0.056802,0.010286
1034,0.883814,0.025535,-0.035607,0.922221,0.056715,0.010318
1035,0.883814,0.302830,-0.041180,0.920162,0.056648,0.010318
1036,0.883814,0.515929,-0.046718,0.918583,0.056603,0.010318
1037,0.883814,0.684828,-0.052202,0.917563,0.056582,0.010318
1038,0.883814,0.849464,-0.057622,0.917235,0.056587,0.010318
1039,0.883814,1.015719,-0.062974,0.917753,0.056621,0.010318
1040,0.883814,1.133003,-0.068248,0.918955,0.056685,0.010318
1041,0.883814,1.127439,-0.073425,0.920115,0.056781,0.010318
1042,0.883814,0.958696,-0.078467,0.920312,0.056910,0.010318
1043,0.883814,0.648171,-0.083310,0.919152,0.057072,0.010318
1044,0.883814,0.261119,-0.087861,0.917037,0.057267,0.010318
1045,0.883814,-0.129550,-0.091991,0.914787,0.057493,0.010318
1046,0.883814,-0.468470,-0.095541,0.913098,0.057746,0.010318
1047,0.883814,-0.725314,-0.098322,0.912256,0.058019,0.010318
1048,0.883814,-0.895575,-0.100125,0.912173,0.058305,0.010318
1049,0.883814,-0.997317,-0.100729,0.912618,0.058594,0.010318
1050,0.883814,-1.054434,-0.099917,0.913382,0.058873,0.010318
1051,0.883814,-1.068425,-0.097487,0.914223,0.059129,0.010318
1052,0.883814,-1.004817,-0.093274,0.914698,0.059348,0.010318
1053,0.883814,-0.817960,-0.087160,0.914240,0.059520,0.010318
1054,0.883814,-0.497961,-0.079090,0.912631,0.059634,0.010318
1055,0.883814,-0.094671,-0.069083,0.910371,0.059685,0.010318
1056,0.883814,0.307815,-0.057240,0.908353,0.059673,0.010298
1057,0.883814,0.641974,-0.043749,0.907216,0.059604,0.010298
1058,0.883814,0.885789,-0.028877,0.907110,0.059489,0.010298
1059,0.883814,1.050454,-0.012971,0.907883,0.059348,0.010298
1060,0.883814,1.149097,0.003561,0.909249,0.059200,0.010298
1061,0.883814,1.179325,0.020258,0.910798,0.059069,0.010298
1062,0.883814,1.126255,0.036633,0.912002,0.058978,0.010298
1063,0.883814,0.971998,0.052188,0.912312,0.058946,0.010298
1064,0.883814,0.702125,0.066441,0.911381,0.058986,0.010298
1065,0.883814,0.320863,0.078945,0.909383,0.059102,0.010298
1066,0.883814,-0.125884,0.089307,0.907151,0.059291,0.010298
1067,0.883814,-0.548179,0.097209,0.905710,0.059541,0.010298
1068,0.883814,-0.852997,0.102418,0.905454,0.059832,0.010298
1069,0.883814,-1.003627,0.104796,0.905971,0.060141,0.010298
1070,0.883814,-1.041778,0.104303,0.906701,0.060442,0.010298
1071,0.883814,-1.041499,0.100994,0.907425,0.060712,0.010298
1072,0.883814,-1.034676,0.095017,0.908105,0.060931,0.010298
1073,0.883814,-0.982456,0.086598,0.908492,0.061087,0.010298
1074,0.883814,-0.823083,0.076030,0.908085,0.061170,0.010298
1075,0.883814,-0.542781,0.063658,0.906625,0.061183,0.010298
1076,0.883814,-0.194740,0.049860,0.904460,0.061132,0.010298
1077,0.883814,0.145759,0.035035,0.902255,0.061029,0.010303
1078,0.883814,0.434585,0.019584,0.900521,0.060892,0.010303
1079,0.883814,0.666307,0.003901,0.899502,0.060740,0.010303
1080,0.925914,0.842817,-0.011640,0.899227,0.060594,0.010303
1081,0.925914,0.950845,-0.026690,0.899493,0.060472,0.010303
1082,0.925914,0.973958,-0.040928,0.899880,0.060390,0.010303
1083,0.925914,0.914591,-0.054067,0.899954,0.060360,0.010303
1084,0.925914,0.791870,-0.065848,0.899446,0.060388,0.010303
1085,0.925914,0.619308,-0.076042,0.898263,0.060477,0.010303
1086,0.925914,0.397297,-0.084449,0.896455,0.060620,0.010303
1087,0.925914,0.133920,-0.090893,0.894261,0.060809,0.010303
1088,0.925914,-0.139187,-0.095224,0.892077,0.061029,0.010303
1089,0.925914,-0.381243,-0.097320,0.890252,0.061264,0.010303
1090,0.925914,-0.570030,-0.097090,0.888938,0.061495,0.010303
1091,0.925914,-0.705754,-0.094478,0.888116,0.061704,0.010303
1092,0.925914,-0.787381,-0.089469,0.887641,0.061874,0.010303
1093,0.925914,-0.796473,-0.082098,0.887208,0.061991,0.010303
1094,0.925914,-0.718386,-0.072457,0.886444,0.062048,0.010303
1095,0.925914,-0.579636,-0.060697,0.885175,0.062041,0.010303
1096,0.925914,-0.443552,-0.047033,0.883516,0.061975,0.010303
1097,0.925914,-0.352233,-0.031747,0.881656,0.061861,0.010303
1098,0.925914,-0.279065,-0.015179,0.879671,0.061716,0.010303
1099,0.925914,-0.153924,0.002276,0.877536,0.061561,0.010303
1100,0.925914,0.058087,0.020184,0.875349,0.061424,0.010263
1101,0.925914,0.309784,0.038085,0.873433,0.061329,0.010263
1102,0.925914,0.506829,0.055512,0.871983,0.061301,0.010263
1103,0.925914,0.591624,0.072015,0.870806,0.061360,0.010263
1104,0.925914,0.589060,0.087178,0.869624,0.061516,0.010263
1105,0.925914,0.567880,0.100645,0.868377,0.061773,0.010263
1106,0.925914,0.567310,0.112134,0.867131,0.062127,0.010263
1107,0.925914,0.570316,0.121455,0.865900,0.062563,0.010263
1108,0.925914,0.533433,0.128518,0.864556,0.063065,0.010263
1109,0.925914,0.426226,0.133339,0.862919,0.063610,0.010263
1110,0.925914,0.245829,0.136037,0.860934,0.064175,0.010263
1111,0.925914,0.012413,0.136820,0.858780,0.064742,0.010263
1112,0.925914,-0.235411,0.135978,0.856792,0.065292,0.010263
1113,0.925914,-0.442390,0.133856,0.855219,0.065812,0.010263
1114,0.925914,-0.556798,0.130832,0.853987,0.066296,0.010263
1115,0.925914,-0.570312,0.127290,0.852803,0.066740,0.010263
1116,0.925914,-0.534103,0.123596,0.851506,0.067144,0.010263
1117,0.925914,-0.513762,0.120067,0.850151,0.067512,0.010263
1118,0.925914,-0.518673,0.116953,0.848816,0.067849,0.010263
1119,0.925914,-0.487637,0.114419,0.847393,0.068161,0.010263
1120,0.925914,-0.349853,0.112538,0.845634,0.068454,0.010263
1121,0.925914,-0.100083,0.111280,0.843547,0.068735,0.010263
1122,0.925914,0.186189,0.110520,0.841538,0.069007,0.010246
1123,0.925914,0.414305,0.110049,0.839943,0.069273,0.010246
1124,0.925914,0.545901,0.109591,0.838729,0.069532,0.010246
1125,0.925914,0.611187,0.108819,0.837745,0.069784,0.010246
1126,0.925914,0.656364,0.107387,0.836936,0.070022,0.010246
1127,0.925914,0.694622,0.104951,0.836285,0.070240,0.010246
1128,0.925914,0.703184,0.101196,0.835672,0.070429,0.010246
1129,0.925914,0.648897,0.095862,0.834842,0.070579,0.010246
1130,0.925914,0.511644,0.088760,0.833538,0.070681,0.010246
1131,0.925914,0.293795,0.079790,0.831711,0.070730,0.010246
1132,0.925914,0.021104,0.068950,0.829631,0.070721,0.010246
1133,0.925914,-0.260647,0.056337,0.827759,0.070656,0.010246
1134,0.925914,-0.499225,0.042143,0.826441,0.070542,0.010246
1135,0.925914,-0.663808,0.026650,0.825708,0.070391,0.010246
1136,0.925914,-0.763674,0.010208,0.825409,0.070218,0.010246
1137,0.925914,-0.829897,-0.006778,0.825432,0.070044,0.010246
1138,0.925914,-0.870034,-0.023872,0.825661,0.069889,0.010246
1139,0.925914,-0.849772,-0.040631,0.825783,0.069774,0.010246
1140,0.979235,-0.724525,-0.056629,0.825308,0.069714,0.010246
1141,0.979235,-0.485197,-0.071473,0.823957,0.069723,0.010246
1142,0.979235,-0.172281,-0.084830,0.821984,0.069807,0.010246
1143,0.979235,0.150945,-0.096440,0.819996,0.069965,0.010253
1144,0.979235,0.436109,-0.106122,0.818525,0.070192,0.010253
1145,0.979235,0.660712,-0.113786,0.817811,0.070477,0.010253
1146,0.979235,0.812551,-0.119431,0.817785,0.070806,0.010253
1147,0.979235,0.878555,-0.123141,0.818100,0.071164,0.010253
1148,0.979235,0.852249,-0.125075,0.818275,0.071534,0.010253
1149,0.979235,0.741586,-0.125457,0.817909,0.071905,0.010253
1150,0.979235,0.566544,-0.124555,0.816845,0.072263,0.010253
1151,0.979235,0.351293,-0.122670,0.815179,0.072603,0.010253
1152,0.979235,0.114714,-0.120108,0.813179,0.072917,0.010253
1153,0.979235,-0.133066,-0.117171,0.811198,0.073205,0.010253
1154,0.979235,-0.380197,-0.114134,0.809614,0.073466,0.010253
1155,0.979235,-0.598114,-0.111229,0.808694,0.073703,0.010253
1156,0.979235,-0.744970,-0.108638,0.808388,0.073919,0.010253
1157,0.979235,-0.789510,-0.106480,0.808294,0.074117,0.010253
1158,0.979235,-0.731757,-0.104809,0.807930,0.074302,0.010253
1159,0.979235,-0.601251,-0.103611,0.807028,0.074478,0.010253
1160,0.979235,-0.437937,-0.102810,0.805603,0.074646,0.010253
1161,0.979235,-0.271181,-0.102268,0.803815,0.074810,0.010253
1162,0.979235,-0.108936,-0.101804,0.801840,0.074969,0.010253
1163,0.979235,0.055894,-0.101197,0.799843,0.075123,0.010286
1164,0.979235,0.225254,-0.100202,0.798000,0.075269,0.010286
1165,0.979235,0.378306,-0.098569,0.796452,0.075403,0.010286
1166,0.979235,0.476279,-0.096049,0.795172,0.075520,0.010286
1167,0.979235,0.491309,-0.092418,0.793942,0.075614,0.010286
1168,0.979235,0.430180,-0.087485,0.792538,0.075678,0.010286
1169,0.979235,0.330322,-0.081106,0.790899,0.075706,0.010286
1170,0.979235,0.235128,-0.073193,0.789095,0.075694,0.010286
1171,0.979235,0.170705,-0.063724,0.787212,0.075639,0.010286
1172,0.979235,0.131393,-0.052745,0.785297,0.075542,0.010286
1173,0.979235,0.078775,-0.040375,0.783351,0.075407,0.010286
1174,0.979235,-0.025511,-0.026802,0.781392,0.075242,0.010286
1175,0.979235,-0.167291,-0.012277,0.779526,0.075059,0.010286
1176,0.979235,-0.273116,0.002894,0.777814,0.074871,0.010286
1177,0.979235,-0.273379,0.018360,0.776108,0.074695,0.010286
1178,0.979235,-0.170778,0.033742,0.774260,0.074546,0.010286
1179,0.979235,-0.036788,0.048650,0.772326,0.074439,0.010286
1180,0.979235,0.053953,0.062697,0.770402,0.074385,0.010414
1181,0.979235,0.078211,0.075519,0.768494,0.074391,0.010414
1182,0.979235,0.067181,0.086794,0.766585,0.074458,0.010414
1183,0.979235,0.074864,0.096254,0.764684,0.074583,0.010414
1184,0.979235,0.133934,0.103697,0.762829,0.074756,0.010414
1185,0.979235,0.221024,0.109000,0.761080,0.074966,0.010414
1186,0.979235,0.266230,0.112116,0.759408,0.075198,0.010414
1187,0.979235,0.216671,0.113079,0.757662,0.075435,0.010414
1188,0.979235,0.091328,0.111999,0.755793,0.075661,0.010414
1189,0.979235,-0.038876,0.109048,0.753907,0.075865,0.010414
1190,0.979235,-0.124482,0.104452,0.752071,0.076035,0.010414
1191,0.979235,-0.179777,0.098474,0.750296,0.076163,0.010414
1192,0.979235,-0.255078,0.091395,0.748635,0.076247,0.010414
1193,0.979235,-0.379479,0.083501,0.747243,0.076285,0.010414
1194,0.979235,-0.527703,0.075065,0.746306,0.076279,0.010414
1195,0.979235,-0.631987,0.066334,0.745778,0.076232,0.010414
1196,0.979235,-0.626952,0.057522,0.745231,0.076150,0.010414
1197,0.979235,-0.498000,0.048801,0.744200,0.076038,0.010414
1198,0.979235,-0.294010,0.040302,0.742628,0.075901,0.010414
1199,0.979235,-0.087757,0.032116,0.740795,0.075745,0.010414
1200,1.015186,0.081725,0.024303,0.738963,0.075575,0.010439
1201,1.015186,0.230217,0.016899,0.737293,0.075396,0.010439
1202,1.015186,0.398247,0.009925,0.735987,0.075210,0.010439
1203,1.015186,0.601780,0.003403,0.735376,0.075022,0.010439
1204,1.015186,0.807441,-0.002640,0.735754,0.074835,0.010439
1205,1.015186,0.953211,-0.008162,0.737001,0.074650,0.010439
1206,1.015186,0.994065,-0.013106,0.738509,0.074468,0.010439
1207,1.015186,0.928354,-0.017390,0.739580,0.074292,0.010439
1208,1.015186,0.781156,-0.020922,0.739793,0.074121,0.010439
1209,1.015186,0.572475,-0.023597,0.739051,0.073954,0.010439
1210,1.015186,0.310758,-0.025314,0.737529,0.073791,0.010439
1211,1.015186,0.009197,-0.025980,0.735683,0.073629,0.010439
1212,1.015186,-0.305871,-0.025527,0.734160,0.073467,0.010439
1213,1.015186,-0.605103,-0.023921,0.733571,0.073303,0.010439
1214,1.015186,-0.863972,-0.021165,0.734281,0.073134,0.010439
1215,1.015186,-1.058714,-0.017314,0.736259,0.072962,0.010439
1216,1.015186,-1.162849,-0.012468,0.739004,0.072784,0.010439
1217,1.015186,-1.152658,-0.006772,0.741647,0.072604,0.010439
